gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,taxonomicIssue,nonTaxonomicIssue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,superfamilyKey,familyKey,subfamilyKey,tribeKey,subtribeKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,isInvasive,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,cell
6480628465,NA,NA,NA,CC_BY_NC_4_0,2026-07-31T08:05:31Z,NA,https://www.inaturalist.org/observations/385563412,Krishna Verma,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,NA,NA,"{""evidenceOfPresence"":""organism""}",https://www.inaturalist.org/observations/385563412,385563412,NA,Krishna Verma,NA,NA,NA,NA,NA,Adult,NA,NA,NA,alive,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-26T16:39:22,16:39:22+05:30,207,207,2026,7,26,2026-07-26 16:39:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASIA,NA,NA,NA,IN,Uttar Pradesh,NA,NA,NA,"G2/408, J P Nagar, Sulem Sarai, Dhoomanganj, Prayagraj, Uttar Pradesh 211011, India",NA,NA,NA,NA,NA,NA,NA,25.449486,81.783618,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859012820,NA,NA,NA,Krishna Verma,NA,2026-07-27T07:10:03Z,NA,NA,NA,358125,NA,NA,NA,NA,NA,NA,NA,"Bactrocera dorsalis (Hendel, 1912)",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Diptera,NA,Tephritidae,NA,NA,NA,Bactrocera,Bactrocera,NA,NA,dorsalis,NA,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2026-08-14T02:31:38Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,7930834,7930834,1,54,216,811,NA,3520,NA,NA,NA,1626510,NA,7930834,Bactrocera dorsalis,"Bactrocera dorsalis (Hendel, 1912)",Bactrocera dorsalis,NA,DWC_ARCHIVE,2026-08-14T02:31:38Z,2026-08-13T15:17:25Z,NA,TRUE,NA,NA,FALSE,ASIA,NORTH_AMERICA,IND,India,IND.34_1,Uttar Pradesh,IND.34.45_1,Kaushambi,IND.34.45.1_1,Allahabad,NA,13389643
6480579873,NA,NA,NA,CC_BY_NC_4_0,2026-08-04T09:03:16Z,NA,https://www.inaturalist.org/observations/388108066,shulinchen,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,NA,NA,NA,https://www.inaturalist.org/observations/388108066,388108066,NA,shulinchen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-06-06T13:58,13:58:00+08:00,157,157,2026,6,6,2026/06/06 13:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASIA,NA,NA,NA,TW,Taiwan,NA,NA,NA,540台灣南投縣南投市平山里南投,NA,NA,NA,NA,NA,NA,NA,23.951693,120.685635,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864296422,NA,NA,NA,shulinchen,NA,2026-08-04T07:08:20Z,NA,NA,NA,358125,NA,NA,NA,NA,NA,NA,NA,"Bactrocera dorsalis (Hendel, 1912)",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Diptera,NA,Tephritidae,NA,NA,NA,Bactrocera,Bactrocera,NA,NA,dorsalis,NA,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2026-08-14T02:35:25Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,7930834,7930834,1,54,216,811,NA,3520,NA,NA,NA,1626510,NA,7930834,Bactrocera dorsalis,"Bactrocera dorsalis (Hendel, 1912)",Bactrocera dorsalis,NA,DWC_ARCHIVE,2026-08-14T02:35:25Z,2026-08-13T15:17:25Z,NA,TRUE,NA,NA,FALSE,ASIA,NORTH_AMERICA,TWN,Chinese Taipei,TWN.7_1,Taiwan,TWN.7.9_1,Nantou,NA,NA,NA,13701617
6479440802,NA,NA,NA,CC_BY_NC_4_0,2026-07-29T09:18:27Z,NA,https://www.inaturalist.org/observations/734863,unouno,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,NA,NA,NA,http://www.inaturalist.org/observations/734863,734863,NA,unouno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-01,NA,152,152,2014,6,1,2014-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASIA,NA,NA,NA,HK,Tsuen Wan,NA,NA,NA,"Shing Mun Reservoir, Hong Kong",NA,NA,NA,NA,NA,NA,NA,22.386111,114.147222,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859147128,NA,NA,NA,Agnes Trekker,NA,2026-07-27T13:04:10Z,NA,NA,NA,358125,NA,NA,NA,NA,NA,NA,NA,"Bactrocera dorsalis (Hendel, 1912)",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Diptera,NA,Tephritidae,NA,NA,NA,Bactrocera,Bactrocera,NA,NA,dorsalis,NA,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2026-08-14T02:26:15Z,NA,NA,NA,NA,4495.221570935504,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,7930834,7930834,1,54,216,811,NA,3520,NA,NA,NA,1626510,NA,7930834,Bactrocera dorsalis,"Bactrocera dorsalis (Hendel, 1912)",Bactrocera dorsalis,NA,DWC_ARCHIVE,2026-08-14T02:26:15Z,2026-08-13T15:17:25Z,NA,TRUE,NA,NA,FALSE,ASIA,NORTH_AMERICA,CHN,China,CHN.HKG,Hong Kong,HKG.13_1,Tsuen Wan,NA,NA,NA,14021140
6451969346,NA,NA,NA,CC_BY_NC_4_0,2026-07-27T12:44:33Z,NA,https://www.inaturalist.org/observations/380969231,madmyke,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,NA,NA,NA,https://www.inaturalist.org/observations/380969231,380969231,NA,madmyke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,P142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-13T10:05:38,10:05:38+02:00,194,194,2026,7,13,2026-07-13 10:05:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Vlaanderen,NA,NA,NA,"Lot, Beersel, Belgique",NA,NA,NA,NA,NA,NA,NA,50.771233,4.274033,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849969353,NA,NA,NA,Nino,NA,2026-07-13T10:15:12Z,NA,NA,NA,358125,NA,NA,NA,NA,NA,NA,NA,"Bactrocera dorsalis (Hendel, 1912)",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Diptera,NA,Tephritidae,NA,NA,NA,Bactrocera,Bactrocera,NA,NA,dorsalis,NA,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2026-08-14T02:14:15Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,7930834,7930834,1,54,216,811,NA,3520,NA,NA,NA,1626510,NA,7930834,Bactrocera dorsalis,"Bactrocera dorsalis (Hendel, 1912)",Bactrocera dorsalis,NA,DWC_ARCHIVE,2026-08-14T02:14:15Z,2026-08-13T15:17:25Z,NA,TRUE,NA,NA,FALSE,EUROPE,NORTH_AMERICA,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.4_1,Vlaams Brabant,BEL.2.4.1_1,Halle-Vilvoorde,NA,8134663
6432310378,http://www.natuurpunt.be/normen-voor-datagebruik,NA,en,CC_BY_NC_4_0,NA,NA,https://waarnemingen.be/observation/409345667,Natuurpunt Studie,Event,NA,NA,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",NA,HUMAN_OBSERVATION,see metadata,NA,NA,Natuurpunt:Waarnemingen:409345667,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-05,NA,186,186,2026,7,5,NA,NA,casual observation,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Flemish Brabant,NA,Hoeilaart,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7773,4.47367,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unverified,NA,https://waarnemingen.be/species/1180072,NA,NA,NA,NA,NA,NA,NA,"Bactrocera dorsalis (Hendel, 1912)",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Diptera,NA,Tephritidae,NA,NA,NA,Bactrocera,Bactrocera,NA,NA,dorsalis,NA,NA,SPECIES,NA,Oosterse vruchtvlieg,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2026-08-12T12:09:31Z,NA,NA,NA,NA,3560.0650656163257,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;TAXON_ID_NOT_FOUND,NA,NA,NA,TRUE,FALSE,7930834,7930834,1,54,216,811,NA,3520,NA,NA,NA,1626510,NA,7930834,Bactrocera dorsalis,"Bactrocera dorsalis (Hendel, 1912)",Bactrocera dorsalis,NA,EML,2026-08-12T12:09:31Z,2026-08-12T12:02:58Z,NA,FALSE,NA,NA,FALSE,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.4_1,Vlaams Brabant,BEL.2.4.1_1,Halle-Vilvoorde,NA,8134668
6431365350,NA,NA,NA,CC_BY_NC_4_0,2026-06-30T06:33:47Z,NA,https://www.inaturalist.org/observations/376749928,big-simonchan,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,NA,NA,NA,https://www.inaturalist.org/observations/376749928,376749928,NA,big-simonchan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,B1 stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-06-30T11:25:31,11:25:31+08:00,181,181,2026,6,30,2026-06-30 11:25:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASIA,NA,NA,NA,SG,North,NA,NA,NA,Khoo Teck Puat Hospital,NA,NA,NA,NA,NA,NA,NA,1.424297,103.838591,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841342819,NA,NA,NA,big-simonchan,NA,2026-06-30T04:04:45Z,NA,NA,NA,358125,NA,NA,NA,NA,NA,NA,NA,"Bactrocera dorsalis (Hendel, 1912)",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Diptera,NA,Tephritidae,NA,NA,NA,Bactrocera,Bactrocera,NA,NA,dorsalis,NA,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2026-08-14T02:34:39Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,7930834,7930834,1,54,216,811,NA,3520,NA,NA,NA,1626510,NA,7930834,Bactrocera dorsalis,"Bactrocera dorsalis (Hendel, 1912)",Bactrocera dorsalis,NA,DWC_ARCHIVE,2026-08-14T02:34:39Z,2026-08-13T15:17:25Z,NA,TRUE,NA,NA,FALSE,ASIA,NORTH_AMERICA,SGP,Singapore,SGP.3_1,North,NA,NA,NA,NA,NA,18366813
6422957943,NA,NA,NA,CC_BY_NC_4_0,2026-06-24T02:00:51Z,NA,https://www.inaturalist.org/observations/374496510,Patrick James,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,NA,NA,NA,https://www.inaturalist.org/observations/374496510,374496510,NA,Patrick James,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-06-19T14:22:58,14:22:58+07:00,170,170,2026,6,19,2026-06-19 14:22:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASIA,NA,NA,NA,TH,Bangkok Metropolis,NA,NA,NA,"Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",NA,NA,NA,NA,NA,NA,NA,13.728401,100.592268,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837028982,NA,NA,NA,Patrick James,NA,2026-06-23T03:13:24Z,NA,NA,NA,358125,NA,NA,NA,NA,NA,NA,NA,"Bactrocera dorsalis (Hendel, 1912)",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Diptera,NA,Tephritidae,NA,NA,NA,Bactrocera,Bactrocera,NA,NA,dorsalis,NA,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2026-08-14T02:26:48Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,7930834,7930834,1,54,216,811,NA,3520,NA,NA,NA,1626510,NA,7930834,Bactrocera dorsalis,"Bactrocera dorsalis (Hendel, 1912)",Bactrocera dorsalis,NA,DWC_ARCHIVE,2026-08-14T02:26:48Z,2026-08-13T15:17:25Z,NA,TRUE,NA,NA,FALSE,ASIA,NORTH_AMERICA,THA,Thailand,THA.3_1,Bangkok Metropolis,THA.3.49_1,Wattana,THA.3.49.1_1,NA,NA,15817935
6414111753,NA,NA,NA,CC_BY_NC_4_0,2026-06-16T13:38:29Z,NA,https://www.inaturalist.org/observations/372172402,Anthony Kurek EntSocVic,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,NA,NA,NA,https://www.inaturalist.org/observations/372172402,372172402,NA,Anthony Kurek EntSocVic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-06-16T10:52:27,10:52:27+08:00,167,167,2026,6,16,2026-06-16 10:52:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASIA,NA,NA,NA,SG,Central,NA,NA,NA,"Tyersall Ave, Singapore, SG, SG",NA,NA,NA,NA,NA,NA,NA,1.30928,103.81495,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832502573,NA,NA,NA,Anthony Kurek EntSocVic,NA,2026-06-16T02:53:33Z,NA,NA,NA,358125,NA,NA,NA,NA,NA,NA,NA,"Bactrocera dorsalis (Hendel, 1912)",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Diptera,NA,Tephritidae,NA,NA,NA,Bactrocera,Bactrocera,NA,NA,dorsalis,NA,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2026-08-14T01:56:54Z,NA,NA,NA,NA,4677.57521525588,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,7930834,7930834,1,54,216,811,NA,3520,NA,NA,NA,1626510,NA,7930834,Bactrocera dorsalis,"Bactrocera dorsalis (Hendel, 1912)",Bactrocera dorsalis,NA,DWC_ARCHIVE,2026-08-14T01:56:54Z,2026-08-13T15:17:25Z,NA,TRUE,NA,NA,FALSE,ASIA,NORTH_AMERICA,SGP,Singapore,SGP.1_1,Central,NA,NA,NA,NA,NA,18392732
6400082440,NA,NA,NA,CC_BY_NC_4_0,2026-06-04T03:31:00Z,NA,https://www.inaturalist.org/observations/367953990,Primadinda Keisha Kaylasuri,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,NA,NA,NA,https://www.inaturalist.org/observations/367953990,367953990,NA,Primadinda Keisha Kaylasuri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-06-03T10:32:43,10:32:43+07:00,154,154,2026,6,3,2026-06-03 10:32:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASIA,NA,NA,NA,ID,Jakarta Raya,NA,NA,NA,"Jalan Tol Profesor Doktor Sedyatmo, Jakarta Utara, Jakarta, ID",NA,NA,NA,NA,NA,NA,NA,-6.122314,106.755325,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824236042,NA,NA,NA,Primadinda Keisha Kaylasuri,NA,2026-06-03T05:06:54Z,NA,NA,NA,358125,NA,NA,NA,NA,NA,NA,NA,"Bactrocera dorsalis (Hendel, 1912)",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Diptera,NA,Tephritidae,NA,NA,NA,Bactrocera,Bactrocera,NA,NA,dorsalis,NA,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2026-08-14T02:14:54Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,7930834,7930834,1,54,216,811,NA,3520,NA,NA,NA,1626510,NA,7930834,Bactrocera dorsalis,"Bactrocera dorsalis (Hendel, 1912)",Bactrocera dorsalis,NA,DWC_ARCHIVE,2026-08-14T02:14:54Z,2026-08-13T15:17:25Z,NA,TRUE,NA,NA,FALSE,ASIA,NORTH_AMERICA,IDN,Indonesia,IDN.7_1,Jakarta Raya,IDN.7.5_1,Jakarta Utara,IDN.7.5.6_1,Penjaringan,NA,19930723
6400036035,NA,NA,NA,CC_BY_NC_4_0,2026-06-15T03:02:13Z,NA,https://www.inaturalist.org/observations/262108481,see-you,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,NA,NA,NA,https://www.inaturalist.org/observations/262108481,262108481,NA,see-you,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-18T14:42:34,14:42:34+04:00,49,49,2025,2,18,Tue Feb 18 2025 14:42:34 GMT +0400 (GMT),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AFRICA,NA,NA,NA,MU,Black River,NA,NA,NA,Black River,NA,NA,NA,NA,NA,NA,NA,-20.281534,57.369965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593567239,NA,NA,NA,see-you,NA,2025-02-18T10:43:53Z,NA,NA,NA,358125,NA,NA,NA,NA,NA,NA,NA,"Bactrocera dorsalis (Hendel, 1912)",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Diptera,NA,Tephritidae,NA,NA,NA,Bactrocera,Bactrocera,NA,NA,dorsalis,NA,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2026-08-14T02:31:12Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,7930834,7930834,1,54,216,811,NA,3520,NA,NA,NA,1626510,NA,7930834,Bactrocera dorsalis,"Bactrocera dorsalis (Hendel, 1912)",Bactrocera dorsalis,NA,DWC_ARCHIVE,2026-08-14T02:31:12Z,2026-08-13T15:17:25Z,NA,TRUE,NA,NA,FALSE,AFRICA,NORTH_AMERICA,MUS,Mauritius,MUS.2_1,Black River,NA,NA,NA,NA,NA,22867137
